Date,"A001 ,Bicentennial Bikeway, Auchenflower ,Pedestrians","A001 ,Bicentennial Bikeway, Auchenflower ,Cyclists","A019 ,Bicentennial Bikeway, Milton ,Pedestrians","A019 ,Bicentennial Bikeway, Milton ,Cyclists","A002 ,Bishop Street, Kelvin Grove ,Pedestrians","A002 ,Bishop Street, Kelvin Grove ,Cyclists","A023 ,Botanic Gardens, City ,Pedestrians","A023 ,Botanic Gardens, City ,Cyclists","A003 ,Ekibin Park, Greenslopes ,Pedestrians","A003 ,Ekibin Park, Greenslopes ,Cyclists","A004N ,Eleanor Schonell Br, St Lucia ,Cyclists","A004S ,Eleanor Schonell Br, St Lucia ,Pedestrians","A005W ,Go Between Br , South Brisbane ,Cyclists","A006 ,Granville St Bridge, Herston ,Pedestrians","A006 ,Granville St Bridge, Herston ,Cyclists","A020 ,Gympie Rd (Marchant Park), Chermside ,Pedestrians","A020 ,Gympie Rd (Marchant Park), Chermside ,Cyclists","A007 ,Jack Pesch Bridge, Indooroopilly ,Pedestrians","A007 ,Jack Pesch Bridge, Indooroopilly ,Cyclists","A008 ,Kangaroo Point Bikeway, Kangaroo Point ,Pedestrians","A008 ,Kangaroo Point Bikeway, Kangaroo Point ,Cyclists","A009 ,Kedron Brook Bikeway, Lutwyche ,Pedestrians","A009 ,Kedron Brook Bikeway, Lutwyche ,Cyclists","A010 ,Kedron Brook Bikeway, Mitchelton ,Pedestrians","A010 ,Kedron Brook Bikeway, Mitchelton ,Cyclists","A011 ,Lambert Rd, Indooroopilly ,Cyclists","A021 ,Lores Bonney Riverwalk, Hamilton ,Pedestrians","A021 ,Lores Bonney Riverwalk, Hamilton ,Cyclists","A018 ,Macquarie Street, St Lucia ,Pedestrians","A018 ,Macquarie Street, St Lucia ,Cyclists","A017 ,Norman Creek Bridge, Norman Park ,Pedestrians","A017 ,Norman Creek Bridge, Norman Park ,Cyclists","A012 ,North Brisbane Bikeway (Mann Park), Windsor ,Pedestrians","A012 ,North Brisbane Bikeway (Mann Park), Windsor ,Cyclists","A013 ,Riverwalk, Newfarm ,Pedestrians","A013 ,Riverwalk, Newfarm ,Cyclists","A014 ,Schulz Canal Bridge, Nundah ,Pedestrians","A014 ,Schulz Canal Bridge, Nundah ,Cyclists","A022 ,Stanley Street, South Brisbane ,Cyclists","A016E ,Story Bridge, Kangaroo Point ,Pedestrians","A016E ,Story Bridge, Kangaroo Point ,Cyclists","A016W ,Story Bridge, Kangaroo Point ,Pedestrians","A016W ,Story Bridge, Kangaroo Point ,Cyclists"
30/07/2019,1792,3174.283744,1807,4610,334,156,,,899,243,2237,0,1677,355,659,113,31,597,628,2514,1337,800,774,250,196,658,,,897,1194,433,14,309,705,,,343,246,,544,1082,864,
31/07/2019,1744,3188.939409,1815,4208,405,145,,,821,272,2139,0,1431,338,613,70,16,544,623,2495,1245,713,760,228,160,596,,,918,1159,431,11,315,618,,,174,194,,539,1105,921,
1/08/2019,1544,3489,1705,3969,334,146,,,721,250,2071,0,1325,320,582,102,11,590,552,2301,1139,595,627,225,162,596,,,856,1064,389,15,283,612,,,235,185,,488,943,872,
2/08/2019,1357,3301,1648,3733,289,126,,,575,238,1828,0,1420,269,492,65,17,622,650,2130,988,599,605,181,131,568,,,812,979,333,12,245,522,,,188,183,,464,883,776,
3/08/2019,1675,2292,1744,2415,532,178,,,1603,275,956,0,1316,387,179,101,7,519,633,3167,920,1247,826,250,194,493,,,797,720,261,7,134,324,,,158,226,,504,559,1074,
4/08/2019,1819,2727,1827,2920,433,157,,,1041,375,1137,0,1482,279,239,99,16,553,677,3462,1321,966,1312,289,228,552,,,900,845,240,17,162,352,,,299,298,,597,763,1367,
5/08/2019,1802,3474,1899,3948,371,189,,,849,253,2033,1,1291,400,601,110,18,395,455,2279,1186,800,658,274,184,481,,,865,1033,392,21,332,653,,,317,177,,559,993,921,
6/08/2019,1814,4140,1941,4679,377,149,,,960,266,2278,0,1629,392,665,96,29,543,656,2692,1351,864,773,238,222,655,,,1004,1215,442,20,332,721,,,746,214,,576,1088,986,
7/08/2019,1097,3456,1331,3877,293,144,,,593,221,1918,0,1351,246,561,61,20,468,602,1756,1061,458,557,148,128,555,,,690,928,299,15,295,550,,,79,177,,416,991,767,
8/08/2019,1738,3549,2085,4006,328,134,,,820,253,2057,0,1331,370,536,83,16,538,491,2473,1154,760,650,208,147,564,,,935,1087,403,19,290,528,,,86,206,,670,963,913,
9/08/2019,1416,3146,1647,3635,335,153,,,648,227,1908,0,1381,342,489,72,13,528,616,2772,1069,592,551,171,165,658,,,803,958,330,20,229,505,,,64,157,,1378,944,816,
10/08/2019,1489,1892,1523,2062,526,100,,,1429,255,761,0,1084,404,180,69,13,431,531,2759,823,1190,635,241,132,415,,,713,574,228,14,144,299,,,82,137,,671,569,1134,
11/08/2019,2029,1913,2046,2069,331,99,,,815,276,775,0,1035,242,172,74,5,368,518,3009,836,763,667,217,161,389,,,752,668,264,9,120,226,,,73,151,,506,514,1107,
12/08/2019,1718,3207,1678,3628,346,144,,,890,270,1859,2,1154,369,515,95,15,399,368,2168,1090,739,525,208,139,436,,,920,1040,373,9,264,597,,,95,158,,491,954,913,
13/08/2019,1606,3601,1718,4035,303,144,,,773,205,2010,0,1399,314,550,89,27,595,504,2135,1066,715,588,213,150,603,,,928,1063,376,25,284,591,,,560,195,,566,957,879,
14/08/2019,1886,2768,1816,3021,363,152,,,1058,359,1100,0,1453,311,286,107,25,556,768,3161,1163,1110,1306,327,231,613,,,794,963,306,28,183,421,,,236,246,,517,652,1189,
15/08/2019,1640,3436,1842,3842,303,125,,,709,234,1912,2,1200,329,529,70,18,455,509,2106,1133,760,621,169,154,538,,,817,1172,377,22,257,619,,,539,193,,602,1000,915,
16/08/2019,1245,3336,1619,3803,284,147,,,670,232,1872,0,1481,257,499,50,19,577,621,1991,1069,576,642,157,175,655,,,800,950,304,8,226,524,,,207,193,,489,968,844,
17/08/2019,1609,2338,1748,2584,539,110,,,1571,292,864,0,1377,397,160,99,10,498,659,2815,985,1236,794,235,165,516,,,671,777,382,18,115,336,,,156,201,,911,605,1190,
18/08/2019,1947,2877,1877,3122,368,143,,,1107,391,1003,0,1496,251,169,63,8,492,704,3477,1240,905,1032,278,164,552,,,896,861,318,22,153,351,,,154,287,,657,715,1176,
19/08/2019,1763,3457,1816,3941,308,155,,,838,251,2012,0,1304,343,600,86,19,401,426,2338,1219,746,628,204,194,498,,,768,1002,352,12,326,651,,,101,164,,556,1044,827,
20/08/2019,1937,4004,1969,4480,390,156,,,902,243,2129,0,1539,372,653,92,22,582,565,2596,1382,761,775,247,204,602,,,935,1183,455,25,272,709,,,140,254,,578,1041,1072,
21/08/2019,1814,3795,1986,4309,306,138,,,812,230,2140,0,1470,338,607,89,20,519,597,2371,1229,753,588,187,153,652,,,938,1136,413,19,298,586,,,123,183,,595,1087,920,
22/08/2019,1557,3488,1872,3910,263,121,,,681,228,1901,0,1453,325,565,75,19,439,523,2125,1130,649,610,213,158,628,,,824,981,377,13,272,602,,,98,174,,520,993,780,
23/08/2019,1318,3534,1593,4015,280,131,,,628,270,1845,2,1627,275,479,66,15,652,679,2096,1162,598,611,194,141,612,,,830,996,340,14,251,516,,,103,175,,519,979,763,
24/08/2019,1433,2569,1534,2772,538,98,,,1336,285,975,1,1485,342,237,58,8,524,659,2756,1035,1113,817,292,161,553,,,726,782,234,14,112,281,,,319,228,,604,649,976,
25/08/2019,1786,2533,1676,2604,332,148,,,891,382,1019,0,1400,658,201,63,20,484,597,3001,1089,841,1089,259,215,119,,,811,859,270,7,150,329,,,229,292,,602,623,3058,
26/08/2019,1768,3516,1892,3903,326,155,,,718,248,1979,0,1271,372,581,87,17,451,412,2087,1189,709,675,189,191,467,,,831,1048,394,8,340,645,,,107,184,,499,982,726,
27/08/2019,1823,4050,1816,4489,365,160,,,884,236,2148,0,1540,335,670,67,23,613,619,2170,1368,743,762,202,180,647,,,842,1131,376,16,299,634,,,94,245,,510,1051,886,
28/08/2019,1535,3477,1675,3866,304,120,,,668,222,1997,0,1333,347,558,80,18,516,576,2028,1137,669,606,195,129,595,,,834,974,391,25,265,604,,,80,158,,461,949,793,
29/08/2019,1234,3096,1477,3549,271,91,,,680,190,1892,0,1186,278,503,68,17,504,427,1813,954,629,512,179,125,512,,,794,863,348,12,227,590,,,67,179,,436,894,818,
30/08/2019,1280,3311,1516,3902,301,134,,,625,210,1845,0,1564,318,458,52,13,639,633,1967,1079,633,679,256,156,596,,,808,966,332,16,207,520,,,99,189,,460,899,703,
31/08/2019,1543,2598,1634,2694,572,118,,,1566,269,1037,0,1411,244,180,70,20,527,698,2701,1014,1283,891,273,179,528,,,768,802,326,7,127,318,,,177,222,,584,616,865,
1/09/2019,1945,2699,1888,2959,354,185,,,952,395,1128,0,1535,262,208,81,15,483,722,3302,1319,848,1200,249,227,594,,,826,951,296,15,150,308,,,237,244,,571,609,1069,
2/09/2019,1909,3522,1931,3943,304,166,,,802,258,1963,0,1360,397,585,77,17,401,434,2234,1222,820,706,210,221,634,,,933,1042,425,18,325,675,,,158,188,,515,1067,732,
3/09/2019,2002,4342,1917,4743,331,162,,,967,265,2290,0,1646,408,690,78,25,663,723,2496,1377,840,823,241,228,739,,,1037,1263,468,23,325,714,,,309,253,,560,1123,900,
4/09/2019,1768,3994,1986,4360,292,137,,,751,275,2196,0,1490,288,639,63,23,502,649,2458,1310,769,733,171,207,683,,,959,1294,443,22,327,602,,,507,238,,599,1090,708,
5/09/2019,1714,3865,1860,4281,262,121,,,801,325,2113,0,1522,323,622,75,21,443,629,2411,1247,665,744,144,190,648,,,904,1177,427,7,284,591,,,108,244,,570,1011,646,
6/09/2019,1415,3533,1666,4007,188,124,,,560,234,1877,0,1566,255,482,45,15,533,705,1970,1120,578,658,132,188,719,,,788,1022,378,13,250,352,,,124,195,,488,972,527,
7/09/2019,1486,1846,1434,2060,450,97,,,1268,219,807,0,1169,192,181,52,10,385,468,2572,787,1018,461,202,106,403,,,679,555,290,13,92,217,,,46,110,,469,525,1066,
8/09/2019,1696,2478,1673,2700,267,123,,,878,371,905,0,1241,270,198,59,11,397,717,7825,1196,1020,874,218,177,585,,,776,897,259,26,136,307,,,84,223,,450,588,1067,
9/09/2019,1565,3279,1567,3673,295,138,,,748,253,1828,0,1235,333,591,59,15,350,397,2093,1043,829,574,196,169,485,,,856,988,417,15,320,677,,,90,174,,477,970,766,
10/09/2019,1762,3995,1719,4376,324,138,,,846,252,2101,2,1522,366,579,89,20,547,642,2331,1306,734,759,270,211,692,,,869,1114,436,31,294,683,,,100,260,,509,1035,822,
11/09/2019,1757,3945,1764,4355,383,160,,,800,267,2170,1,1543,350,596,65,26,571,614,2400,1228,648,673,219,160,672,,,859,1078,360,25,289,656,,,103,220,,522,1008,769,
12/09/2019,1764,3824,1793,4268,318,135,,,815,272,2014,0,1537,281,529,74,16,522,640,2400,1253,714,782,217,190,653,,,818,1009,404,10,293,624,,,140,213,,507,1000,785,
13/09/2019,1381,3552,1722,4035,253,127,,,623,224,1897,0,1535,265,515,49,13,479,775,1925,1073,610,743,170,174,729,,,833,1029,351,9,234,604,,,143,238,,454,943,648,
14/09/2019,1564,2341,1617,2605,540,106,,,1438,283,866,0,1382,170,172,47,10,412,654,2956,931,1154,770,234,188,477,,,707,763,198,9,155,241,,,80,202,,495,591,987,
15/09/2019,1883,2417,1675,2554,329,115,,,911,390,2002,1,1255,218,164,76,19,501,630,3234,1169,832,1048,255,209,615,,,864,848,375,10,162,306,,,116,200,,538,593,984,
16/09/2019,1783,3521,1924,3927,328,149,,,801,276,1919,1,1462,340,562,86,21,440,421,2311,1216,744,688,197,159,526,,,847,1011,368,28,335,660,,,83,187,,505,982,814,
17/09/2019,1451,3790,1438,4169,250,125,,,626,228,1880,0,1452,264,610,80,16,469,603,1884,1189,621,699,225,184,688,,,743,1107,336,16,290,595,,,100,256,,437,1025,645,
18/09/2019,1916,3957,1895,4331,330,139,,,869,256,2066,27,1526,349,602,68,17,589,654,2753,1256,739,709,234,180,787,,,949,1114,403,28,329,709,,,113,241,,504,1061,872,
19/09/2019,1676,3734,1688,4171,302,138,,,763,255,1928,28,1420,328,599,72,16,592,572,2742,1409,764,757,227,153,683,,,831,1000,402,27,291,633,,,482,228,,638,1038,815,
20/09/2019,1503,3645,1623,4143,289,143,,,710,201,1736,10,1658,268,529,56,11,595,693,2048,1102,616,592,208,171,672,,,785,896,214,17,232,508,,,178,176,,459,944,704,
21/09/2019,1528,2061,1435,2202,492,88,,,1155,297,826,3,1148,175,178,67,14,388,522,2544,764,1211,800,191,129,475,,,567,570,169,6,127,315,,,85,212,,496,591,819,
22/09/2019,1827,2440,1719,2605,275,104,,,796,318,916,3,1248,215,161,69,10,412,631,3265,1066,780,965,238,160,529,,,761,784,312,40,157,317,,,84,221,,619,631,1027,
23/09/2019,1878,3497,1724,3923,273,147,,,907,309,1912,4,1285,363,574,72,17,353,421,2447,1230,714,652,230,179,478,,,855,1008,237,20,302,674,,,128,214,,491,936,637,
24/09/2019,1820,4127,1666,4508,368,170,,,835,299,2033,9,1592,292,622,82,19,553,609,2623,1381,774,685,254,211,691,,,894,1100,270,25,321,697,,,144,246,,519,992,755,
25/09/2019,1881,4072,1693,4465,352,181,,,819,311,2022,9,1497,312,613,86,28,484,642,2506,1300,703,752,215,180,678,,,942,1059,225,14,303,659,,,81,247,,518,1035,836,
26/09/2019,1639,3585,1720,4056,336,177,,,801,306,1901,7,1397,301,585,70,24,527,520,2441,1150,642,675,212,192,598,,,892,962,215,25,270,601,,,102,221,,560,971,857,
27/09/2019,1322,3364,1479,3858,287,130,,,565,238,1673,5,1616,247,448,58,11,504,729,2098,1149,594,620,206,167,613,,,768,971,211,16,225,531,,,72,161,,150,187,20,
28/09/2019,1865,2398,3058,2630,315,82,,,1079,242,743,2,1449,148,157,66,17,365,648,2161,743,958,722,203,144,528,,,600,654,174,9,111,230,,,51,224,,,,389,
29/09/2019,1971,2572,1676,2736,285,135,,,847,258,940,6,1314,213,143,69,13,406,560,2985,1197,738,1004,261,181,516,,,765,792,208,12,113,267,,,82,266,,,,818,
30/09/2019,1836,3350,1629,3801,275,180,,,789,266,1488,1,1377,292,584,47,13,316,426,2297,1228,638,678,193,201,440,,,678,842,223,18,285,643,,,90,191,,,,684,
1/10/2019,1734,3682,1610,4160,344,168,,,886,277,1670,2,1480,315,588,69,19,461,586,2230,1235,666,587,226,187,576,,,653,882,223,19,231,591,,,76,177,,,,778,
2/10/2019,1848,3959,1638,4398,404,172,,,859,277,1619,8,1574,344,563,89,23,485,673,2686,1342,793,802,252,216,632,,,804,916,277,21,314,625,,,93,271,,,,858,
3/10/2019,1722,3568,1665,3989,294,122,,,837,301,1563,21,1484,291,528,71,23,441,596,2451,1310,705,701,218,177,668,,,777,880,256,16,287,576,,,269,265,,,,766,
4/10/2019,1447,3518,1560,3831,273,123,,,690,245,1436,12,1656,268,464,93,27,566,675,2128,1106,599,651,191,171,655,,,733,819,210,18,237,439,,,87,206,,,,712,
5/10/2019,1448,2563,1627,2734,385,101,,,1105,242,759,7,1360,203,196,69,14,430,699,2725,899,1088,804,264,196,565,,,645,680,141,8,108,250,,,88,246,,,,737,
6/10/2019,1559,2712,1405,2726,279,107,,,684,273,877,2,1276,194,162,51,18,412,641,3534,1039,674,1034,259,216,578,,,649,794,153,9,150,290,,,110,388,,,,962,
7/10/2019,1959,2580,1660,2779,219,109,,,869,336,958,7,1322,162,210,76,17,345,613,2992,1144,786,1021,280,196,555,,,747,794,160,11,111,227,,,68,211,,,,691,
8/10/2019,1659,3794,1528,4302,239,157,,,753,252,2020,0,1539,310,623,74,18,391,554,2089,1281,654,725,190,169,601,,,724,1095,313,39,309,644,,,65,239,,,,380,
9/10/2019,1912,4344,1633,4942,351,174,,,863,273,2191,6,1738,328,699,75,29,550,826,2446,1407,815,855,248,192,816,,,947,1181,370,30,354,706,,,119,227,,,,764,
10/10/2019,1766,4146,1640,4676,405,189,,,857,283,2094,13,1659,365,657,92,15,506,684,2341,1348,705,822,223,168,700,,,860,1159,398,35,315,677,,,98,264,,,,809,
11/10/2019,1145,3190,1140,3622,248,106,,,528,182,1631,12,1409,225,486,57,8,582,716,1594,892,466,567,142,99,628,,,743,836,271,26,205,453,,,69,146,,,,623,
12/10/2019,1072,771,1129,844,387,53,,,958,130,424,4,523,141,62,56,3,247,125,1689,376,763,341,186,94,116,,,605,243,152,7,41,144,,,74,47,,,,692,
13/10/2019,2191,3190,2051,3413,363,155,,,1042,462,1128,27,1585,240,163,69,20,635,866,3866,1338,929,1241,300,242,758,,,835,1001,238,15,169,339,,,169,285,,,,1056,
14/10/2019,1971,3842,1707,4195,338,160,,,818,290,1985,92,1455,415,674,91,26,454,515,2392,1222,844,729,269,191,582,,,925,1084,369,15,315,657,,,112,231,,,,732,
15/10/2019,1896,3849,1825,4276,329,136,,,927,412,1987,113,1489,338,613,68,25,420,533,2417,1230,766,638,200,170,609,,,918,1069,250,28,284,632,,,59,205,,,,821,
16/10/2019,1757,4532,1699,4951,289,204,,,813,277,2227,11,1761,362,708,76,20,525,815,2401,1385,707,783,212,232,783,,,995,1206,248,27,325,727,,,87,276,,,,759,
17/10/2019,1336,3575,1248,4013,198,120,,,608,220,1985,48,1477,224,539,64,18,491,603,1871,1091,560,647,122,167,660,,,693,976,175,29,278,537,,,58,181,,,,459,
18/10/2019,1465,3878,1329,4352,302,175,,,671,273,1915,189,1754,251,523,77,19,625,804,2164,1180,570,699,225,148,727,,,905,1059,282,16,255,554,,,120,194,,,,629,
19/10/2019,1195,1977,1143,2208,339,67,,,1327,221,815,70,1095,181,160,53,6,443,669,2164,669,1027,658,199,121,522,,,576,655,122,13,115,256,,,107,222,,,,856,
20/10/2019,1845,2719,1615,2860,310,138,,,894,292,1085,23,1332,305,248,63,21,473,704,3337,1174,905,1090,289,185,580,,,762,848,228,8,157,310,,,126,283,,,,947,
21/10/2019,1916,3737,1664,4117,355,198,,,1019,354,1982,87,1485,346,664,91,19,400,468,2419,1305,786,709,244,248,521,,,954,1009,331,25,334,686,,,138,199,,,,787,
22/10/2019,1926,4552,1640,5020,367,175,,,1011,319,2210,122,1833,367,707,93,30,626,715,2623,1490,830,865,234,182,803,,,945,1173,344,26,366,738,,,639,249,,,,854,
23/10/2019,1819,4326,1652,4740,338,160,,,841,273,2078,92,1708,364,663,92,21,655,677,2554,1372,720,871,243,160,739,,,989,1094,357,29,350,705,,,1143,266,,,,862,
24/10/2019,1818,4071,1698,4556,299,160,,,916,258,2037,62,1623,326,646,87,23,562,670,2396,1368,782,791,250,199,784,,,930,1066,342,19,319,659,,,637,284,,,,799,
25/10/2019,1447,3862,1508,4366,289,139,,,651,284,1846,77,1770,276,554,62,16,729,784,2250,1231,658,789,199,149,799,,,791,1023,321,23,246,526,,,215,212,,,,673,
26/10/2019,1438,2550,1450,2780,360,87,,,1254,263,959,23,1468,197,158,75,16,515,758,2736,1013,1210,863,279,139,586,,,682,723,169,7,118,261,,,185,224,,,,816,
27/10/2019,1792,2603,1487,2740,247,170,,,838,351,996,22,1307,235,171,85,25,370,649,3125,1164,795,1064,267,173,672,,,764,774,183,14,180,295,,,197,267,,,,937,
28/10/2019,1878,3641,1373,4081,317,159,,,892,274,1658,3,1476,331,692,95,26,439,470,2217,1247,736,743,247,189,586,,,738,816,253,28,313,634,,,539,163,,,,682,
29/10/2019,1966,4429,1693,4998,356,188,,,886,321,1922,36,1803,408,717,97,31,523,778,2396,1385,806,909,240,247,778,,,908,1084,353,32,341,697,,,627,249,,,,799,
30/10/2019,1736,4341,1543,4838,334,164,,,885,249,1925,57,1736,384,682,74,28,590,766,2294,1452,766,871,251,229,750,,,879,1035,303,30,349,660,,,111,250,,,,850,
31/10/2019,1753,4111,1613,4567,297,148,,,773,279,1818,58,1617,339,640,83,15,550,712,2489,1248,754,792,226,175,795,,,827,980,307,24,342,706,,,153,240,,,,697,
1/11/2019,1031,3213,1090,3600,232,108,,,553,158,1455,41,1319,259,474,69,16,539,778,1554,946,672,576,142,119,684,,,662,791,171,19,226,478,,,58,170,,,,756,
2/11/2019,1322,1834,1135,1987,470,89,,,1359,233,743,39,1085,202,175,79,20,320,405,2300,772,1034,618,253,141,342,,,614,599,153,4,94,218,,,102,140,,,,762,
3/11/2019,1825,2489,1578,2621,326,143,,,987,448,829,18,1205,204,173,72,10,419,558,3183,1150,795,888,259,212,492,,,764,701,154,9,145,294,,,122,234,,,,1010,
4/11/2019,1880,3464,1610,3904,277,157,,,827,265,1680,348,1315,333,644,98,25,363,436,2189,1176,763,645,223,188,151,,,819,820,245,24,334,768,,,119,157,,,,658,
5/11/2019,1768,4266,1551,4638,281,160,,,877,272,1873,3849,1646,383,697,76,25,414,717,2189,1284,815,744,233,195,,,,950,978,417,45,426,883,,,106,224,,,,686,
6/11/2019,1770,4275,1633,4681,337,172,,,892,301,1995,1926,1694,359,647,119,22,613,676,2330,1322,772,839,231,202,,,,881,1000,385,37,345,710,,,1413,258,,,,703,
7/11/2019,1752,4078,1727,4626,269,172,,,755,304,1876,1374,1633,349,630,94,19,490,630,2294,1287,774,725,214,177,,,,803,1009,396,24,338,596,,,248,273,,,,656,
8/11/2019,1256,3706,1358,4247,142,180,,,499,261,1650,912,1620,254,502,54,14,519,846,1763,1079,547,734,118,155,0,,,774,903,295,16,269,357,,,257,189,,,,583,
9/11/2019,1436,2445,1233,2718,281,93,,,1167,218,852,869,1295,191,179,76,15,332,637,2374,936,1033,713,184,124,0,193,659,706,677,129,11,122,223,,,99,212,,,,574,
10/11/2019,1809,2711,1577,2836,249,130,,,810,355,840,776,1361,190,159,70,14,357,798,3019,1144,788,1049,242,177,0,97,979,826,830,222,11,127,249,,,151,275,,,,848,
11/11/2019,1711,3508,1375,4101,319,153,,,761,269,1642,1974,1321,347,646,65,18,408,471,2117,1263,678,662,218,190,0,110,537,692,875,306,32,320,628,,,93,178,,,,602,
12/11/2019,1651,4197,1597,4666,270,166,,,709,240,1799,1316,1737,331,666,114,20,431,718,2331,1345,697,751,181,212,,63,564,776,1010,328,28,323,623,,,108,243,,,,617,
13/11/2019,1453,3901,1394,4482,252,149,,,822,275,1696,1330,1608,294,644,82,24,384,675,2219,1291,642,674,218,150,,391,539,777,944,280,18,319,588,,,134,205,,,,700,
14/11/2019,1651,3961,1343,4400,260,148,,,710,247,1780,1632,1607,312,641,84,22,492,696,2153,1314,679,764,180,184,0,138,594,821,916,358,23,311,638,,,112,222,,,,618,
15/11/2019,1255,3554,1093,4010,217,162,,,557,244,1522,1056,1600,237,553,65,32,518,839,2015,1127,559,689,207,181,0,80,576,665,929,218,28,249,491,,,65,207,,,,625,
16/11/2019,1222,2437,1090,2653,237,85,,,1035,242,774,391,1330,128,211,55,16,434,713,2287,894,903,692,156,124,0,93,670,576,785,144,18,111,192,,,74,199,,,,700,
17/11/2019,1487,2455,1140,2522,211,117,,,674,245,766,435,1093,142,146,53,18,306,676,2586,916,676,818,212,224,0,180,879,647,717,85,17,136,218,,,127,357,,,,839,
18/11/2019,1992,3710,1425,4145,338,176,,,852,291,1513,1319,1408,326,582,92,30,392,511,2329,1222,844,671,245,206,0,303,594,747,895,294,33,300,685,,,257,188,,,,737,
19/11/2019,1828,4389,1471,4779,318,181,,,822,290,1710,1133,1676,302,699,69,22,504,762,2301,1396,819,795,212,195,,101,657,696,986,261,30,343,704,,,223,279,,,,661,
20/11/2019,1577,4077,1247,4673,262,193,,,648,267,1723,969,1639,274,631,83,22,470,705,2225,1321,688,798,199,197,0,65,652,680,933,256,29,310,633,,,348,221,,,,617,
21/11/2019,1589,3907,1147,4393,276,199,,,718,287,9,1265,1576,292,641,55,26,460,686,2077,1235,685,741,233,193,0,48,588,655,907,222,27,286,641,,,123,225,,,,641,
22/11/2019,1285,3584,1152,4200,218,125,,,582,286,0,1173,1662,251,554,64,27,534,807,1974,1197,566,693,201,156,0,418,579,666,867,218,28,256,551,,,69,188,,,,737,
23/11/2019,1403,2502,1200,2710,286,85,,,1008,208,0,558,1368,117,169,79,32,363,667,2511,998,1026,839,217,175,0,915,664,606,679,155,16,130,249,,,67,225,,,,792,
24/11/2019,1544,2704,1222,2867,210,121,,,735,306,0,703,1224,169,206,67,21,440,724,2926,1102,789,953,187,195,0,1121,813,724,798,151,9,134,248,,,85,257,,,,802,
25/11/2019,1939,3752,1328,4298,272,207,,,793,246,0,1337,1440,298,664,95,23,344,519,2303,1285,786,682,200,211,0,970,594,733,900,223,37,295,681,,,108,221,,,,628,
26/11/2019,1799,4407,1294,4976,238,176,,,752,264,0,1326,1836,265,729,71,29,496,768,2305,1379,799,837,220,218,0,937,644,693,1020,223,37,337,707,,,221,261,1163,,,580,
27/11/2019,1520,4037,1556,4617,254,158,,,610,256,0,1126,1636,283,619,60,23,410,690,2286,1310,636,835,184,163,0,605,627,707,979,146,38,349,636,,,225,260,1096,,,582,
28/11/2019,1592,3782,1230,4309,279,182,,,788,252,0,1601,1551,313,624,108,20,380,761,2097,1187,694,760,247,199,0,737,591,640,900,154,29,304,677,,,240,236,1130,,,655,
29/11/2019,1101,3540,912,4015,202,122,,,507,230,0,1104,1655,190,530,45,21,336,878,1656,1084,535,680,176,175,0,667,495,646,867,135,32,272,495,,,235,188,960,,,503,
30/11/2019,1088,2275,931,2560,236,68,,,835,261,0,555,1369,123,187,54,19,279,716,2082,830,871,718,182,146,0,1004,696,581,609,74,11,131,198,,,280,192,565,,,666,
1/12/2019,1096,2089,838,2135,144,104,,,589,246,0,567,920,163,182,51,16,300,626,2074,854,491,743,152,141,0,818,631,485,607,43,8,123,178,,,123,229,492,,,603,
2/12/2019,1494,3289,1096,3812,148,151,,,627,270,0,599,1261,240,616,101,24,205,426,2010,1212,668,665,133,194,0,797,506,627,742,246,22,281,343,,,614,131,996,,,371,
3/12/2019,1596,4284,1349,4934,279,196,,,693,263,0,871,1762,232,731,79,31,393,697,2087,1328,698,796,225,242,0,922,644,664,907,310,41,334,547,,,410,253,1161,,,452,
4/12/2019,1542,3893,1296,4438,243,158,,,683,258,0,954,1620,329,577,74,19,424,669,1956,1296,736,700,219,159,0,937,612,684,857,329,23,306,536,,,2301,227,1085,,,509,
5/12/2019,1338,3816,1189,4321,213,171,,,507,227,0,751,1570,266,573,62,27,389,680,1838,1173,581,667,159,164,0,962,584,598,849,302,28,251,447,,,4212,204,1064,,,459,
6/12/2019,993,3209,1012,3687,121,122,,,408,238,0,576,1470,290,402,58,18,385,842,1495,1053,466,558,135,160,0,698,494,578,849,154,13,210,292,,,545,180,845,,,467,
7/12/2019,801,1978,960,2068,164,49,,,600,204,0,339,1058,106,146,84,6,238,647,1727,776,622,475,137,76,0,727,540,437,516,66,7,111,140,,,285,191,532,,,545,
8/12/2019,1207,2364,854,2608,172,126,,,577,240,0,555,1161,148,210,45,16,225,599,2355,938,660,760,216,174,0,1210,737,457,690,26,13,121,248,,,76,224,483,,,625,
9/12/2019,1434,3345,1069,3874,203,202,,,597,251,0,1050,1382,204,585,69,19,245,384,1865,1104,659,690,203,203,0,1158,545,570,846,68,33,283,529,,,120,190,868,,,368,
10/12/2019,1458,4193,1064,4711,174,189,,,622,236,0,915,1687,198,647,86,22,362,765,1846,1233,679,706,189,193,0,813,646,518,1012,100,26,296,565,,,86,259,1029,,,366,
11/12/2019,1186,3782,1186,3782,167,150,,,466,239,0,806,1488,200,602,80,16,276,712,1677,1157,534,672,154,161,0,675,578,493,797,64,17,272,500,,,63,253,1025,,,418,
12/12/2019,1167,3478,1167,3478,190,150,,,510,203,0,1121,1384,206,542,87,22,386,520,1671,982,619,612,210,155,0,640,521,608,850,71,11,268,490,,,61,187,925,,,452,
